text,label,source
Semi supervised GANs have been widely used for unsupervised learning tasks in computer vision and NLP. But they have not been applied much to regression problems because it is hard to define an appropriate loss function. This paper introduces a new approach to extend GANs to regression. We use contrastive features as loss function and propose a way to leverage both labeled and unlabeled data to learn mappings between input and output spaces. Performance is evaluated on different benchmarks and compared against other methods; results indicate that this new method surpasses current best methods in accuracy and reliability. This research opens up new avenues for GANs to tackle regression tasks and shows promise for dealing with practical issues.,1,AI
"This paper introduces a new method for bidirectional updates of fine granularity in medical data using blockchain technology. Common ways of updating medical information are slow, prone to mistakes and lack transparency. Our proposed system addresses this problem by making use of blockchain security and immutability to achieve fast and transparent bidirectional updates on medical records. The architecture includes a blockchain network, smart contract and user interface. Smart contracts define rules for updating data including conditions for granting access and types of updates allowed. Interface design is easy and user friendly for interaction between patients and providers. Privacy protection is ensured through fine grained access control that allows different levels of access according to role and responsibility. Encryption and decryption techniques are also used to protect sensitive medical data. Performance and security were tested by building a prototype and conducting experiments. Results show high performance with high transaction rates and high security as well. Immutability ensures tamperproof medical data. Conclusion: This blockchain approach for bidirectional updates is an innovative solution to efficiently and transparently manage medical records. Features such as security and privacy make it fit for practical use and scalability performance characteristics ensure handling large volumes of transactions.",1,AI
"This paper introduces a new algorithm for optimal pricing of electricity in a smart microgrid network. The algorithm employs a multi objective optimization framework which takes into account both economic and technical aspects. Economic goals aim at maximizing revenue for the microgrid operator while technical goals seek to minimize total costs for consumers. Proposed algorithm uses real time information about demand and supply to adjust prices dynamically considering factors like renewable energy generation, storage capacities and load management strategies. Performance evaluation has been done using simulation studies and compared to traditional pricing methods. Results indicate that this proposed algorithm achieves significant improvements in efficiency of the microgrid system and provides strong financial benefits for both the operator and consumers. Contribution of this research includes advancement in smart grid technology and offering a practical method for pricing optimization in microgrid systems.",1,AI
"Farsighted collusion is a phenomenon in game theory where multiple players act together toward a shared goal and they choose actions which do not benefit them immediately, but result in a better long term outcome. This idea has been investigated widely in different disciplines like economics, psychology and computer science. This paper looks at this concept specifically in the context of stable marriage problems - a classic case from algorithmics and discrete math. Stable marriage problems deal with pairing elements from two sets so that no pair prefers each other over what they are matched against. We analyze when and under what conditions such collusion happens and show that it leads to improved stability. Results shed light on the significance of foresight in matching and are significant for designing algorithms and mechanisms for practical applications in this domain.",1,AI
"This paper introduces a new deep bilateral learning approach for enhancing images in real time. Proposed approach makes use of deep learning to improve visual quality while retaining key features like edges and texture. Bilateral filtering is used to ensure smoothness and preservation of edges and deep neural nets are used to map low quality to high quality images. Results on a benchmark dataset show proposed approach excels visually and computationally compared to top methods. Results of this work have broad potential implications including photography, vision and image processing.",1,AI
"This paper compares empirically four learning algorithms for collision prediction in a simulated 2D grid world: Q learning, SARSA, Expected SARSA and Double Q learning. Comparisons are made on a range of hyperparameters and performance is measured using metrics such as mean squared error and average reward. Results show that Expected SARSA performs best with regards to mean squared error and average reward whereas Double Q learning does poorly. Performance variation among algorithms is also observed to depend strongly on hyperparameters and sensitivity to them varies between algorithms. Overall this work conducts valuable empirical comparisons among these learning algorithms for collision prediction and suggests important insights regarding their relative merits and demerits. Insights gained are valuable for research and practice aiming at similar prediction tasks and may guide choice of appropriate algorithms for specific contexts.",1,AI
"Multi-view detection incorporates multiple camera views to alleviate occlusion in crowded scenes, where the state-of-the-art approaches adopt homography transformations to project multi-view features to the ground plane. However, we find that these 2D transformations do not take into account the object's height, and with this neglection features along the vertical direction of same object are likely not projected onto the same ground plane point, leading to impure ground-plane features. To solve this problem, we propose VFA, voxelized 3D feature aggregation, for feature transformation and aggregation in multi-view detection. Specifically, we voxelize the 3D space, project the voxels onto each camera view, and associate 2D features with these projected voxels. This allows us to identify and then aggregate 2D features along the same vertical line, alleviating projection distortions to a large extent. Additionally, because different kinds of objects (human vs. cattle) have different shapes on the ground plane, we introduce the oriented Gaussian encoding to match such shapes, leading to increased accuracy and efficiency. We perform experiments on multiview 2D detection and multiview 3D detection problems. Results on four datasets (including a newly introduced MultiviewC dataset) show that our system is very competitive compared with the state-of-the-art approaches. %Our code and data will be open-sourced.Code and MultiviewC are released at https://github.com/Robert-Mar/VFA.",0,Human
This paper reports a study about development of a high performance model for efficient real time use with unmanned aerial vehicles (UAVs). There has been growing interest from different industries in using UAVs and this paper addresses the requirement for high quality and reliable detection algorithms suitable for real time use. Proposed method combines deep learning and computer vision techniques which are fine tuned to perform accurate and quick object detection for real time UAVs. Results of comprehensive testing on benchmark data set show that this new method excels compared to current leading models for both accuracy and processing speed. Results are also shown in diverse practical tasks like surveillance and inspections; effectiveness and practicability of this model is demonstrated. This research advances UAV object detection by introducing a very efficient and accurate model for practical real time applications.,1,AI
This paper introduces a new approach to efficiently compress using blind compressed sensing for Magnetic Resonance Imaging (MRI). Proposed method uses transforms to reduce data features but retain important ones. Using such transforms results in lower measurement counts which accelerates acquisition and lowers cost. Method includes convergence assurances ensuring that reconstructions closely match original data. Performance is also validated through experiments with MRI data showing better results compared to prior methods. Results advance current research in blind compressed sensing and suggest future application diversity across different imaging types.,1,AI
"This paper introduces a new approach to combinatorial Bayesian optimization that uses the graph Cartesian product to handle high dimensional, discrete and non separable functions. Results show that this approach excels at exploring the search space and outperforms other methods on diverse benchmarks. Scalability studies show that this method scales well to large data sets and therefore is practical for use across many different fields. This research adds to an expanding body of work on Bayesian optimization and has broad implications for solving various optimization tasks including those in machine learning.",1,AI
"Age-Related Macular Degeneration (AMD) is an asymptomatic retinal disease which may result in loss of vision. There is limited access to high-quality relevant retinal images and poor understanding of the features defining sub-classes of this disease. Motivated by recent advances in machine learning we specifically explore the potential of generative modeling, using Generative Adversarial Networks (GANs) and style transferring, to facilitate clinical diagnosis and disease understanding by feature extraction. We design an analytic pipeline which first generates synthetic retinal images from clinical images; a subsequent verification step is applied. In the synthesizing step we merge GANs (DCGANs and WGANs architectures) and style transferring for the image generation, whereas the verified step controls the accuracy of the generated images. We find that the generated images contain sufficient pathological details to facilitate ophthalmologists' task of disease classification and in discovery of disease relevant features. In particular, our system predicts the drusen and geographic atrophy sub-classes of AMD. Furthermore, the performance using CFP images for GANs outperforms the classification based on using only the original clinical dataset. Our results are evaluated using existing classifier of retinal diseases and class activated maps, supporting the predictive power of the synthetic images and their utility for feature extraction. Our code examples are available online.",0,Human
"This paper introduces a new method for exploring labeled graphs guided by user labels. This differs from previous methods which use a constant proportion of labels; this new method lets users change this proportion according to their specific needs and goals. The authors developed an algorithm that computes the best proportion of labels dynamically depending on the exploration progress. They consider different factors like graph density and label distribution along with user feedback to compute this proportion. Experiments on real data and synthetic data showed this method outperforms previous methods in both efficiency and accuracy especially when the best proportion is uncertain or varies over time. An experiment with users also found good results. In summary, this new method allows flexible and efficient navigation of large and complicated graphs useful for diverse applications such as social network analysis and bioinformatics.",1,AI
"This paper introduces a new approach to object re-identification by using transformer models and is called TransReID. The authors exploit the attention mechanisms within transformers to take advantage of long range relationships among features and to incorporate global context. Results show that TransReID outperforms other leading methods on various benchmark datasets. Authors also study how different aspects of the TransReID framework affect performance including number of layers used, model size, and usage of augmentations. Results shed light on effectiveness and potential improvements for practical use.",1,AI
"Despite the tremendous success of BitTorrent, its swarming system suffers from a fundamental limitation: lower or no availability of unpopular contents. Recently, Menasche et al. has shown that bundling is a promising solution to mitigate this availability problem; it improves the availability and reduces download times for unpopular contents by combining multiple files into a single swarm. There also have been studies on bundling strategies and performance issues in bundled swarms. In spite of the recent surge of interest in the benefits of and strategies for bundling, there are still little empirical grounding for understanding, describing, and modeling it. This is the first empirical study that measures and analyzes how prevalent contents bundling is in BitTorrent and how peers access the bundled contents, in comparison to the other non-bundled (i.e., single-filed) ones. To our surprise, we found that around 70% of BitTorrent swarms contain multiple files, which indicate that bundling has become widespread for contents sharing. We also show that the amount of bytes shared in bundled swarms is estimated to be around 85% out of all the BitTorrent contents logged in our datasets. Inspired from our findings, we raise and discuss three important research questions in the field of file sharing systems as well as future contents-oriented networking: i) bundling strategies, ii) bundling-aware sharing systems in BitTorrent, and iii) implications on content-oriented networking.",0,Human
This paper introduces a new approach for fast Bayesian calibration of brain tumor models. A solver that respects geometric constraints is proposed which uses deep learning power to efficiently solve the inverse problem of matching MR images to physical tumor parameters. Results show marked improvements over traditional optimization methods both in terms of accuracy and speed. This work therefore opens up promising prospects for estimation of physical properties of brain tumors based on medical images and might have important implications for personalized medicine and radiation treatment planning.,1,AI
"This paper focuses on security of edge nodes in the Internet of Things (IoT) context. We investigate possible security attacks that can happen at edge nodes, which are small devices located near network edges collecting and processing data from other IoT devices. As machine learning becomes increasingly common in IoT, there is growing concern about system security because learning algorithms are vulnerable to different types of attacks. This paper looks into various types of attacks such as inference attacks, evasion attacks and poisoning attacks. We analyze impact of these attacks on performance of learning algorithms and how they can undermine security of IoT networks. Countermeasures proposed here aim to defend against these attacks. Countermeasures include using secure communication protocols, implementing security measures within machine learning algorithms and using secure hardware and software systems. Authors also point out challenges to effective implementation of these countermeasures and offer suggestions for further research. Overall this paper presents an in depth look at security threats related to learning systems in IoT and offers practical ways to mitigate those risks. Findings and recommendations from this work should be useful for practitioners and researchers to enhance security of IoT networks and to deploy learning algorithms safely.",1,AI
"Millions of drivers worldwide have enjoyed financial benefits and work schedule flexibility through a ride-sharing economy, but meanwhile they have suffered from the lack of a sense of identity and career achievement. Equipped with social identity and contest theories, financially incentivized team competitions have been an effective instrument to increase drivers' productivity, job satisfaction, and retention, and to improve revenue over cost for ride-sharing platforms. While these competitions are overall effective, the decisive factors behind the treatment effects and how they affect the outcomes of individual drivers have been largely mysterious. In this study, we analyze data collected from more than 500 large-scale team competitions organized by a leading ride-sharing platform, building machine learning models to predict individual treatment effects. Through a careful investigation of features and predictors, we are able to reduce out-sample prediction error by more than 24%. Through interpreting the best-performing models, we discover many novel and actionable insights regarding how to optimize the design and the execution of team competitions on ride-sharing platforms. A simulated analysis demonstrates that by simply changing a few contest design options, the average treatment effect of a real competition is expected to increase by as much as 26%. Our procedure and findings shed light on how to analyze and optimize large-scale online field experiments in general.",0,Human
"This paper looks at comprehensive studies comparing systems for selecting features for algorithm selection focusing on evaluating performance of different methods for choosing best algorithms for specific optimization problems. Using a set of benchmark problems and a suite of algorithms, the study measures performance of these selection methods. Results show that systems that use features perform much better than using one algorithm alone. Results also reveal strengths and weaknesses of different selection methods and stress the importance of feature engineering. Findings from this research will help guide development of future systems for black box numerical optimization.",1,AI
"As software becomes increasingly complex, deployability and reliability are now very important. Replay and record techniques have been introduced as promising approaches to improve deployability by capturing and reproducing system execution traces. However, existing techniques face problems in terms of scalability and overhead. This report introduces an engineering approach to these techniques which solves these problems. Key features include support for multi tier apps and efficient data collection and storage. We also use virtualization and distributed tracing for scalability and precision. We reduce overhead by using techniques like adaptive sampling and selective replay. We test effectiveness with real world applications; results show high accuracy and low overhead along with insight into system behavior under different conditions. We find that the system can pinpoint and diagnose performance and reliability issues. In conclusion, this engineering approach improves deployability and reliability for large scale complex systems. Software engineers and developers can use this system for debugging and to ensure consistent behavior across environments. Future work aims to integrate this system into workflow processes and investigate new uses like security and compliance.",1,AI
"Reinforcement learning (RL) is one of the most used approaches for decision making tasks; agents learn through their actions and aim to maximize the reward signals. However, in practice the reward signal often contains noise or disturbances which may result in suboptimal or poor behavior. This work studies RL with perturbed rewards and focuses on two key aspects: (1) how perturbations affect learning and performance of different RL algorithms and (2) designing robust RL algorithms that cope well with perturbations. We consider different types of perturbations like Gaussian noise and random reward functions and we test different kinds of algorithms such as value based ones and actor critics under different conditions. Results suggest that perturbations can substantially affect learning and algorithm performance and highlight that robustness against perturbations is important. The paper also gives ideas for future research and implications span across diverse areas including robotics, gaming and autonomous systems among others.",1,AI
"Current performance-driven building design methods are not widely adopted outside the research field for several reasons that make them difficult to integrate into a typical design process. In the early design phase, in particular, the time-intensity and the cognitive load associated with optimization and form parametrization are incompatible with design exploration, which requires quick iteration. This research introduces a novel method for performance-driven geometry generation that can afford interaction directly in the 3d modeling environment, eliminating the need for explicit parametrization, and is multiple orders faster than the equivalent form optimization. The method uses Machine Learning techniques to train a generative model offline. The generative model learns a distribution of optimal performing geometries and their simulation contexts based on a dataset that addresses the performance(s) of interest. By navigating the generative model's latent space, geometries with the desired characteristics can be quickly generated. A case study is presented, demonstrating the generation of a synthetic dataset and the use of a Variational Autoencoder (VAE) as a generative model for geometries with optimal solar gain. The results show that the VAE-generated geometries perform on average at least as well as the optimized ones, suggesting that the introduced method shows a feasible path towards more intuitive and interactive early-phase performance-driven design assistance.",0,Human
This paper introduces a new approach for generating learning that focuses on modeling spatial and temporal relationships for connected vehicles. This new approach blends deep learning techniques with generative models to effectively model complex dependency relationships that occur in datasets of connected vehicle networks. Results are based on real world data and show clear superiority over traditional machine learning approaches. Results of this research open up exciting avenues for further work on modeling spatial and temporal relationships and have potential use cases for traffic forecasting and control along with designing intelligent transportation systems.,1,AI
This paper introduces a new way of compressing categorical features using submodular optimization. Features of this kind are very common in practice but they often cause high computational cost and storage demands in machine learning. Our approach uses submodular optimization to select an important subset of representative categories which capture most of the information from raw data. We formulate the problem as a maximization task using submodularity and develop a greedy algorithm for efficient solution finding. We also give theoretical assurance about quality of results from our algorithm. Results show that this method compares favorably against others in terms of both compression ratio and accuracy on different benchmarks. Our method is easy to integrate into current pipelines and has promise to greatly enhance efficiency and scalability for models working with categorical features.,1,AI
"This paper considers choosing energy plans in markets that let customers shop around and selects two competing algorithms for consumers to decide whether to stick with their current plans or change them. First algorithm, ""Stay or Switch,"" looks at past energy use and costs to determine best strategy. Second algorithm called ""Adaptive Stay or Switch"" changes as conditions change and picks new energy plans accordingly. Performance of these algorithms is evaluated using simulations based on actual energy market data. Results indicate both perform better than previous methods and reduce costs for consumers significantly.",1,AI
"Volume transmission is an important neural communication pathway in which neurons in one brain region influence the neurotransmitter concentration in the extracellular space of a distant brain region. In this paper, we apply asymptotic analysis to a stochastic partial differential equation model of volume transmission to calculate the neurotransmitter concentration in the extracellular space. Our model involves the diffusion equation in a three-dimensional domain with interior holes that randomly switch between being either sources or sinks. These holes model nerve varicosities that alternate between releasing and absorbing neurotransmitter, according to when they fire action potentials. In the case that the holes are small, we compute analytically the first two nonzero terms in an asymptotic expansion of the average neurotransmitter concentration. The first term shows that the concentration is spatially constant to leading order and that this constant is independent of many details in the problem. Specifically, this constant first term is independent of the number and location of nerve varicosities, neural firing correlations, and the size and geometry of the extracellular space. The second term shows how these factors affect the concentration at second order. Interestingly, the second term is also spatially constant under some mild assumptions. We verify our asymptotic results by high-order numerical simulation using radial basis function-generated finite differences.",0,Human
"This study looks at current interoperability among electronic health records (EHRs) in Tanzanian hospitals. It identifies critical problems, challenges and opportunities to enhance interoperability. By reviewing a broad literature and interviewing health workers and other stakeholders, the authors point out major obstacles to interoperability including a lack of standards, inadequate infrastructure and technology and insufficient trained staff. They also look at possible benefits such as better patient care, fewer medical errors and improved public health surveillance. Finally they suggest recommendations to policymakers, hospitals and technology companies to improve interoperability through development of standards and guidelines, investments in technology and infrastructure and implementation of training programs. Results from this research are valuable for those working in health IT and related areas who wish to understand current status of interoperability in Tanzania.",1,AI
"This paper introduces a new method to improve security for systems of Industry 4.0 using Quorum Based Cloud Edge Distributed Deep Neural Network System (QUDOS). Recently, there is a growing demand for secure and efficient data processing because cloud services have become very popular in Industry 4.0. Existing solutions for security of such systems are inadequate to handle the complicated nature of threats. Authors propose QUDOS, a framework based on quorums for secure execution of deep neural networks (DNNs) in cloud and edge computing environments. QUDOS combines benefits from both clouds and edges to deliver secure and efficient processing of data in Industry 4.0. Using a consensus mechanism based on quorums ensures secure and decentralized execution of DNNs across different edge devices and cloud. This framework secures data processing by distributing execution of DNNs among different devices which reduces risks of single points of failure and data breaches. Secure multiparty computation techniques are used to ensure privacy and confidentiality of sensitive data during execution. Performance and security of QUDOS are evaluated experimentally and simulation results show high accuracy and low latency compared to current top solutions. Results also indicate that QUDOS outperforms previous methods in accuracy and latency; therefore it is appealing for secure and efficient data processing in Industry 4.0 systems. Conclusion: Authors present QUDOS as a promising way to enhance security of Industry 4.0 systems and introduce a secure and efficient framework for executing DNNs in cloud and edge computing environments.",1,AI
This paper investigates design of constellation for Non Coherent MIMO Multiple Access Channels. The main goal is to improve system performance by optimizing constellation design for data transmission. A new joint design method which considers both channel state information and user pairing is proposed. Performance of this method is assessed via simulations and compared against other approaches. Results indicate clear improvement of Bit Error Rate (BER) especially at high SNR levels. Concluding that this joint constellation design shows promise and applicability in practice.,1,AI
"Single-frame infrared small target (SIRST) detection aims at separating small targets from clutter backgrounds. With the advances of deep learning, CNN-based methods have yielded promising results in generic object detection due to their powerful modeling capability. However, existing CNN-based methods cannot be directly applied for infrared small targets since pooling layers in their networks could lead to the loss of targets in deep layers. To handle this problem, we propose a dense nested attention network (DNANet) in this paper. Specifically, we design a dense nested interactive module (DNIM) to achieve progressive interaction among high-level and low-level features. With the repeated interaction in DNIM, infrared small targets in deep layers can be maintained. Based on DNIM, we further propose a cascaded channel and spatial attention module (CSAM) to adaptively enhance multi-level features. With our DNANet, contextual information of small targets can be well incorporated and fully exploited by repeated fusion and enhancement. Moreover, we develop an infrared small target dataset (namely, NUDT-SIRST) and propose a set of evaluation metrics to conduct comprehensive performance evaluation. Experiments on both public and our self-developed datasets demonstrate the effectiveness of our method. Compared to other state-of-the-art methods, our method achieves better performance in terms of probability of detection (Pd), false-alarm rate (Fa), and intersection of union (IoU).",0,Human
"Chatter identification and detection in machining processes has been an active area of research in the past two decades. Part of the challenge in studying chatter is that machining equations that describe its occurrence are often nonlinear delay differential equations. The majority of the available tools for chatter identification rely on defining a metric that captures the characteristics of chatter, and a threshold that signals its occurrence. The difficulty in choosing these parameters can be somewhat alleviated by utilizing machine learning techniques. However, even with a successful classification algorithm, the transferability of typical machine learning methods from one data set to another remains very limited. In this paper we combine supervised machine learning with Topological Data Analysis (TDA) to obtain a descriptor of the process which can detect chatter. The features we use are derived from the persistence diagram of an attractor reconstructed from the time series via Takens embedding. We test the approach using deterministic and stochastic turning models, where the stochasticity is introduced via the cutting coefficient term. Our results show a 97% successful classification rate on the deterministic model labeled by the stability diagram obtained using the spectral element method. The features gleaned from the deterministic model are then utilized for characterization of chatter in a stochastic turning model where there are very limited analysis methods.",0,Human
