Original Text,Paraphrased Text
"This paper explores the problem of unsupervised domain adaptation in the context of bi-classifier determinacy maximization. The goal of unsupervised domain adaptation is to train a model on a source domain, where labeled data is available, and generalize it to a target domain, where no labeled data is available. Bi-classifier determinacy maximization is a method that leverages the decision boundaries of two classifiers trained on the source and target domains, respectively, to improve the generalization performance of the model. The proposed approach aims to learn a decision boundary that maximizes the agreement between the two classifiers, which effectively reduces the discrepancy between the source and target domains. The paper presents experimental results on various datasets to demonstrate the effectiveness of the proposed approach in improving the generalization performance of the model, compared to other state-of-the-art methods. The paper concludes with a discussion of the potential applications of bi-classifier determinacy maximization in various domains, such as computer vision and natural language processing.",This paper focuses on exploring the unsupervised domain adaptation problem with respect to maximizing the determinacy of binary classifiers. The aim of unsupervised domain adaptation is to learn a model using labeled data from a source domain and apply this model to a target domain where no labels are available. Determinacy maximization using binary classifiers is a method that uses decision boundaries learned from training classifiers separately on source and target domains to improve performance. An approach is introduced here that learns a boundary that maximizes agreement between classifiers. This reduces discrepancy between source and target domains. Results are presented for different datasets to show effectiveness of the proposed approach relative to leading methods. Concluding remarks discuss possible applications including areas like computer vision and NLP.
"This paper presents a novel motion planning algorithm called e$ \mathbf{^3} $mop, which combines heuristic-guided motion primitives pruning and path optimization with a sparse-banded structure. The algorithm is designed to efficiently solve high-dimensional motion planning problems with complex constraints, such as those encountered in robotics and autonomous systems. The e$ \mathbf{^3} $mop algorithm first generates a set of motion primitives using heuristic guidance to reduce the search space. The set of primitives is then pruned based on a novel cost function that takes into account both the cost of the motion primitive and the expected cost of the remaining path. This pruning step significantly reduces the number of primitives that need to be considered, leading to a significant reduction in computation time. The remaining primitives are then used to construct a sparse-banded graph that captures the connectivity between them. This graph is then optimized using a novel path optimization technique that takes advantage of the sparse-banded structure to efficiently compute the optimal path. Experimental results show that e$ \mathbf{^3} $mop outperforms state-of-the-art motion planning algorithms in terms of both efficiency and solution quality. The algorithm is also shown to be highly scalable, making it well-suited for use in large-scale applications. Overall, the e$ \mathbf{^3} $mop algorithm represents a significant advance in the field of motion planning, with the potential to have a major impact on a wide range of applications in robotics, autonomous systems, and beyond.","This paper introduces a new motion planning algorithm called e$ \mathbf{^3} $mop. This algorithm integrates heuristically guided motion primitives pruning and path optimization and has sparse band structure. This algorithm tackles high dimensional planning problems with complex constraints such as those found in robotics and autonomous systems. e$ \mathbf{^3} $mop generates a set of primitives using heuristic guidance to reduce search space; this set of primitives is then pruned by means of a new cost function that considers both costs associated with the primitive and expected future costs. This pruning step greatly reduces the number of primitives to consider, thus substantially reducing computational time. Remaining primitives are then used to build a sparse band graph capturing connectivity among them. Using a new path optimization technique that exploits the sparse band structure, this graph is optimized. Results from experiments show that e$ \mathbf{^3} $mop excels in efficiency and quality compared to current best algorithms. Scalability is also demonstrated, rendering it suitable for large scale applications. In summary, e$ \mathbf{^3} $mop marks an important advancement in motion planning, with great potential impact across robotics and other domains."
"This paper proposes a hybrid inference system for improved curvature estimation in the level-set method using machine learning. The level-set method is a widely used technique for shape modeling and image segmentation in various fields such as computer vision, medical imaging, and graphics. The method relies on the accurate estimation of the curvature of the evolving interface, which is essential for the accurate propagation of the level-set function. However, traditional methods for curvature estimation suffer from limitations such as sensitivity to noise and uneven sampling. To overcome these limitations, we propose a hybrid inference system that combines the traditional curvature estimation method with a machine learning-based approach. The machine learning model is trained on a large dataset of synthetic and real-world images, and it learns to predict the curvature at each point on the evolving interface based on the local image features. The hybrid system combines the predictions from the machine learning model with the results from the traditional curvature estimation method, resulting in more accurate and robust curvature estimates. We evaluate the proposed hybrid inference system on various datasets and compare its performance with traditional curvature estimation methods. The results show that the hybrid system outperforms the traditional methods in terms of accuracy and robustness. Moreover, the proposed system is computationally efficient and can be easily integrated into existing level-set algorithms. Overall, our research provides a promising direction for improving the accuracy and robustness of the level-set method through the use of machine learning-based approaches. The proposed hybrid inference system can also be extended to other shape modeling and segmentation techniques that rely on curvature estimation.","This paper suggests an integration of hybrid inference systems for better estimation of curvature using machine learning. Level set method is very common for modeling shapes and segmentation in computer vision, medicine and graphics. This method relies heavily on accurate estimation of curvature of evolving interfaces and this is critical for proper propagation of level set functions. Traditional methods for curvature estimation have some drawbacks like sensitivity to noise and uneven sampling. Therefore we propose a system that combines traditional methods with a learning model based on machine learning. This model has been trained using large datasets of both synthetically generated and real images. It uses local image features to predict curvature at every point on the evolving boundary. This hybrid system integrates predictions from the machine learning model along with results from traditional curvature estimation and produces more precise and reliable estimates of curvature. Results are evaluated on different data sets and compared against traditional methods. Results show that this hybrid system performs better than traditional methods regarding precision and reliability. Also this proposed system runs efficiently and is easy to integrate into current level set algorithms. Our research introduces a promising path towards improving both accuracy and reliability of level set methods using machine learning based approaches. System integration into other shape modeling and segmentation tasks that depend on curvature estimation could also be possible."
"This paper proposes a novel approach to unsupervised stereo depth estimation using H-Net, an attention-based deep neural network, and epipolar geometry. Depth estimation from stereo images is an important task in computer vision, with applications in robotics, autonomous driving, and 3D reconstruction. The proposed method employs an attention mechanism that learns to focus on informative image regions for depth estimation. In addition, epipolar geometry is utilized to enforce geometric constraints on the predicted depths. The experimental results demonstrate that the proposed approach outperforms state-of-the-art unsupervised methods on benchmark datasets. The proposed approach can also be easily adapted to handle other related tasks, such as optical flow estimation and image super-resolution. The results suggest that H-Net with epipolar geometry is a promising approach for unsupervised depth estimation, with potential for a wide range of applications in computer vision.","This study introduces a new way to estimate depth without supervision using H-Net, which is an attention based deep neural network and uses epipolar geometry. Depth estimation from pairs of stereo images is very important in computer vision and has applications in robotics and driving autonomously and for 3D reconstruction. This work uses an attention mechanism to learn to focus on important image areas for depth estimation. Epipolar geometry is used to impose geometric constraints on estimated depth. Experimental results show that this method performs better than leading methods on benchmark datasets. Moreover, this method can be straightforwardly adapted to tasks like optical flow estimation and super resolution too. Results indicate that H Net using epipolar geometry promises good performance for unsupervised depth estimation and could have broad application in computer vision."
"This paper proposes SCSGuard, a novel deep learning-based approach for detecting scams in Ethereum smart contracts. Scams are a significant problem in the Ethereum ecosystem, as they can cause significant financial losses for users. While existing approaches for detecting scams in smart contracts rely on rule-based methods or static analysis, SCSGuard uses a deep learning model to detect anomalous patterns in the contract's bytecode. To evaluate the effectiveness of SCSGuard, we collect a large dataset of known scams and benign contracts and train the model using a supervised learning approach. We then compare the performance of SCSGuard against several state-of-the-art methods for detecting scams in smart contracts. Our results show that SCSGuard achieves higher accuracy and recall than existing approaches, indicating that it can effectively detect scams in real-world smart contracts. We also analyze the factors that contribute to the success of SCSGuard, including the choice of neural network architecture, the size and quality of the training dataset, and the use of transfer learning to adapt the model to new types of scams. Additionally, we discuss the limitations of SCSGuard and identify directions for future research, such as improving the interpretability of the model and exploring the use of adversarial examples to evaluate its robustness. Overall, our research demonstrates the potential of deep learning approaches for detecting scams in Ethereum smart contracts and provides insights into the design and evaluation of such systems. We believe that SCSGuard has significant implications for improving the security and trustworthiness of the Ethereum ecosystem, and we encourage further research in this area.","This paper introduces SCSGuard as a novel deep learning approach for identifying frauds in Ethereum smart contracts. Fraud is an important issue because it can result in huge financial loss for users. Previous methods for fraud detection rely either on rule sets or static analysis. In contrast, SCSGuard employs deep learning to identify unusual features in contract bytecode. For evaluation, we collect a large dataset of known frauds and normal contracts and train the model via supervised learning. Performance comparison against leading methods shows that SCSGuard outperforms them both in accuracy and recall. Factors contributing to its success include selection of neural network architecture, quality and size of the training data, and adaptation through transfer learning to different types of frauds. We also point out limitations and suggest future work such as enhancing model interpretability and studying adversarial examples to test robustness. Overall results indicate great promise for using deep learning for contract fraud detection and offer insights into system design and evaluation. Results also have implications for strengthening security and trustworthiness in the Ethereum ecosystem and we hope that further research will follow along these lines."
"This paper presents an empirical comparison of off-policy prediction learning algorithms for the collision task in a simulated environment. The collision task involves predicting the likelihood of collision between two agents in a two-dimensional grid world. We compare four different off-policy prediction learning algorithms: Q-learning, SARSA, Expected SARSA, and Double Q-learning. We conduct experiments on a range of hyperparameters and evaluate the performance of each algorithm using metrics such as mean squared error and average reward. Our results show that Expected SARSA outperforms the other algorithms in terms of mean squared error and average reward, while Double Q-learning performs the worst. We also observe that the performance of each algorithm is highly dependent on the hyperparameters used, and that some algorithms are more sensitive to hyperparameter settings than others. Overall, this study provides a valuable empirical comparison of off-policy prediction learning algorithms for the collision task, and provides insights into the strengths and weaknesses of each algorithm. These insights can be useful for researchers and practitioners working on similar prediction tasks, and can help inform the selection of appropriate algorithms for different contexts.","This paper compares empirically the performance of four learning algorithms for collision prediction in a simulation environment: Q learning, SARSA, expected SARSA, and double Q learning. Collision prediction entails predicting the probability of collision between two agents in a two dimensional grid world. Experiments are carried out across a range of hyperparameters and performance metrics like mean squared error and average reward are evaluated for each algorithm. Results indicate that expected SARSA outperforms other methods both in terms of mean squared error and average reward whereas double Q learning performs worst. We also notice that performance of these algorithms varies strongly with hyperparameters and sensitivity to hyperparameters differs among them. Overall this study makes valuable comparisons of learning algorithms for collision prediction tasks; it reveals relative strengths and weaknesses of different algorithms which are useful for both researchers and practitioners working on related prediction tasks and helps select suitable algorithms according to different contexts."
"In recent years, self-supervised learning has gained significant attention as a powerful method to tackle computer vision problems in an unsupervised manner. This paper presents a novel approach to self-supervised tracking via target-aware data synthesis. The proposed method involves synthesizing realistic training data by combining images of the target object with diverse backgrounds. The synthesized data is used to train a deep neural network that can accurately track the target object in real-time videos. The network learns to distinguish the target object from its surroundings based on its appearance, motion, and context information. The effectiveness of the proposed method is evaluated on several benchmark datasets and compared with state-of-the-art self-supervised tracking methods. The results show that the proposed method achieves competitive performance and outperforms existing methods on several challenging scenarios. This work demonstrates the potential of self-supervised tracking via target-aware data synthesis as a promising direction for unsupervised visual object tracking.","Recently self supervised learning has gained strong attention as a powerful approach to deal with computer vision tasks without supervision. In this paper we introduce a new way to do target tracking using synthesis of data aware of targets. We combine target object images with various backgrounds to synthesize realistic training data and use this data to train deep networks to track targets in real time video. The trained network learns to discriminate target from other elements by using appearance, motion and contextual information. Results are evaluated against different benchmark datasets and compared to current top methods. Results show that our method performs competitively and excels on difficult situations compared to previous ones. This work suggests that synthesizing data aware of targets is a promising path towards unsupervised visual tracking."
"This paper explores the use of the Video Multimethod Assessment Fusion (VMAF) and Entropic Differences (ED) metrics for high frame rate (HFR) video quality assessment. With the increasing popularity of HFR video, it is essential to have reliable methods for evaluating the visual quality of these videos. The VMAF and ED metrics have been extensively used in video quality assessment for traditional frame rates, but their performance for HFR video has not been thoroughly studied. To investigate the suitability of these metrics for HFR video, the researchers conducted subjective tests with 30 participants who evaluated HFR video sequences using the Absolute Category Rating (ACR) methodology. They then compared the subjective scores to the objective scores obtained from the VMAF and ED metrics. The study used a diverse set of HFR videos with different genres and motion characteristics to ensure the reliability of the findings. The results of the study demonstrate that both the VMAF and ED metrics are reliable for HFR video quality assessment, as they show a high correlation with the subjective scores obtained from the ACR methodology. The study also found that the VMAF metric performed slightly better than the ED metric, but the difference was not significant. This research contributes to the development of objective methods for evaluating the visual quality of HFR videos, which can be useful for various applications such as video compression and streaming. The findings of this study can also guide the development of new quality assessment algorithms that are specifically designed for HFR video.","This paper investigates use of Video Multimethod Assessment Fusion (VMAF) and Entropy Differences (ED) metrics for quality assessment of high frame rate (HFR) videos. As HFR videos become increasingly popular, it becomes important to develop reliable metrics to assess visual quality of such videos. VMAF and ED have been widely used in assessing quality at regular frame rates, but their suitability for HFR videos has not been well studied yet. Researchers conduct subjective tests using 30 participants with ACR method to evaluate HFR video sequences and compare subjective scores to objective scores obtained from VMAF and ED metrics. Results of diverse HFR videos with different genres and motions are analyzed to assure reliability of findings. Results show that both VMAF and ED metrics correlate well with subjective scores obtained through ACR. VMAF performs slightly better than ED but significance difference is not notable. Results contribute to development of metrics for objectively assessing visual quality of HFR videos and suggest promising applications like video compression and streaming. Results also provide guidance for development of new quality assessment algorithms specifically designed for HFR videos."
"This paper presents a novel approach to enhance the security of Industry 4.0 systems using Quorum-Based Cloud-Edge Distributed Deep Neural Networks (QUDOS). In recent years, the increasing popularity of cloud-based applications and services in Industry 4.0 has led to a growing demand for secure and efficient data processing. However, existing security solutions for these systems are often inadequate in addressing the complex threat landscape of today's industry. To address these challenges, the authors propose QUDOS, a quorum-based framework for securely executing deep neural networks (DNNs) in a cloud-edge computing environment. QUDOS leverages the strengths of both cloud and edge computing to provide a secure and efficient solution for data processing in Industry 4.0. It employs a quorum-based consensus mechanism to ensure the secure and decentralized execution of DNNs across multiple edge devices and the cloud. The proposed framework enables secure data processing by distributing the execution of DNNs across multiple devices, reducing the risk of single-point failures and data breaches. Additionally, QUDOS uses secure multi-party computation techniques to ensure the privacy and confidentiality of sensitive data during the DNN execution process. The authors evaluate the performance and security of QUDOS through a series of experiments and simulations, demonstrating its ability to achieve high accuracy and low latency in DNN execution. They also show that QUDOS outperforms state-of-the-art security solutions in terms of both accuracy and latency, making it an attractive solution for secure and efficient data processing in Industry 4.0 systems. In conclusion, the authors present QUDOS as a promising solution for enhancing the security of Industry 4.0 systems, providing a secure and efficient framework for executing DNNs in a cloud-edge computing environment.","This paper introduces a new way to improve security for Industry 4.0 systems using QUDOS, a system based on cloud and edge computing. With the growing use of cloud applications and services, there is now increased demand for secure and fast processing of data. Yet current security solutions have not sufficiently addressed the complicated nature of threats faced today by industry. Therefore, the authors introduce QUDOS—a framework that executes deep neural networks securely. QUDOS leverages benefits from both cloud and edge computing to offer a strong solution for data processing in Industry 4.0. Using a consensus method based on quorums ensures secure and decentralized execution of DNNs across various edge devices and cloud servers. Secure multiparty computation methods are used to protect sensitive data during processing. Performance and security are evaluated through experiments and simulations; results demonstrate high accuracy and low latency. Results also show QUDOS excels compared to leading security solutions. In summary, QUDOS is presented as a promising enhancement for security in Industry 4.0 and offers a strong framework for executing DNNs in cloud and edge computing environments."
"This paper proposes a self-supervised autoregressive domain adaptation approach for time series data, aimed at addressing the challenges of domain shift and limited labeled data. The proposed method leverages the inherent temporal dependencies within time series data and adapts to new domains through self-supervised learning without requiring labeled data from the target domain. The approach involves learning a self-supervised autoregressive model on the source domain, and using it to generate synthetic samples for the target domain. The synthetic samples are used to train a domain adaptation model, which learns to minimize the distance between the source and target domains. The proposed method was evaluated on two real-world datasets and compared with state-of-the-art methods. The results showed that the proposed method outperformed existing approaches in terms of accuracy and robustness to domain shift. The study suggests that self-supervised autoregressive domain adaptation can effectively leverage temporal dependencies within time series data, and provide a promising approach for domain adaptation in scenarios where labeled data is limited or unavailable.",This paper introduces an approach based on supervised learning that aims to address domain shift and lack of labeled data specifically for time series data. The method uses learned temporal dependencies within time series and adapts to new domains via unsupervised learning and uses few if any labels from target domain. Learning begins by training an autoregressive model on the source domain and generating synthetic samples using this model for target domain. Using these synthetic samples the authors train a domain adaptation model to reduce the gap between source and target domains. Results on two real datasets show that this method performs better than current best practices in both accuracy and resistance to shift among domains. Results suggest that leveraging temporal dependencies in time series data using unsupervised learning is promising for adapting to domains where labeled data is scarce or absent.
"This paper presents an analysis of consensus-based distributed filtering with a fusion step in a network of interconnected agents. The filtering problem is to estimate a common signal from noisy measurements distributed over the network. We propose a distributed filtering algorithm based on consensus theory, where each agent updates its estimate by combining its own measurement with the estimates of its neighboring agents. The algorithm includes a fusion step, where the estimates are combined to obtain a global estimate of the signal. We analyze the convergence properties of the algorithm and derive conditions for the convergence to a consensus estimate. We also investigate the effect of the fusion step on the accuracy of the final estimate and derive bounds on the estimation error. Finally, we illustrate the performance of the algorithm through simulations, demonstrating its effectiveness in accurately estimating the signal in noisy and dynamic environments. The proposed algorithm has applications in sensor networks, distributed control, and multi-agent systems, where distributed estimation of a common signal is required.","This paper investigates filtering with consensus for a network of agents; they aim to estimate a common signal from noisy data distributed among them. An algorithm is proposed that each agent uses to update its estimate by averaging local data with estimates from neighbors. There is a fusion step as well where results combine to get an overall estimate of the signal. Performance analysis is done including conditions for convergence to consensus estimates. Bounds are also derived for error in this estimation. Simulations show effectiveness under noise and dynamics and applications include sensor networks, distributed control and multiagent systems where distributed estimation of common signals is needed."
"This paper proposes a new approach for label-guided graph exploration, which allows the user to adjust the ratio of labels used in the exploration process. Label-guided exploration is a common technique used to navigate through large and complex graphs, where labels serve as a guide to direct the exploration towards nodes of interest. However, traditional label-guided exploration methods typically use a fixed ratio of labels, which may not be optimal for all scenarios. Our approach enables the user to adjust the ratio of labels based on their specific needs and goals. We introduce a new algorithm that dynamically calculates the optimal ratio of labels to use based on the current exploration progress. This algorithm takes into account various factors, such as the density of the graph, the distribution of labels, and the user's feedback, to determine the most effective label ratio. To evaluate the effectiveness of our approach, we conducted a series of experiments on various real-world and synthetic datasets. Our results show that our approach outperforms traditional label-guided exploration methods in terms of efficiency and accuracy, particularly in scenarios where the optimal label ratio is unknown or changes over time. We also conducted a user study to assess the usability of our approach, which received positive feedback from the participants. Overall, our proposed label-guided graph exploration approach with adjustable ratio of labels provides a flexible and effective solution for navigating through large and complex graphs, which can be beneficial for various applications in fields such as social network analysis, recommendation systems, and bioinformatics.","This paper introduces a new approach to guided exploration of graphs using labels; users can now fine tune the proportion of labels used during this process. Guided exploration is frequently employed to navigate through big and complicated graphs and labels act as guides directing us towards interesting nodes. But traditional methods usually use a fixed proportion of labels which may not suit every situation. This new method lets users customize the proportion according to their individual preferences and aims. We present an algorithm that computes dynamically the best proportion of labels based on current progress of exploration. The algorithm considers several factors including graph density, distribution of labels and user feedback to select an optimal proportion. In order to test effectiveness we ran experiments using both real data and synthetic data. Results show that this new method excels traditional ones regarding efficiency and accuracy especially when the optimal proportion varies or is not known. We also carried out a usability study which users rated highly. In summary, we propose a flexible and effective way to navigate through big and complicated graphs and this new approach would be valuable for diverse areas such as social network analysis, recommendation systems and bioinformatics."
"This paper presents a recurrence relation approach for analyzing the effective capacity of retransmission schemes in wireless communication systems. The effective capacity is a measurement of the maximum sustainable rate of transmission under strict delay constraints. The proposed recurrence relation method provides a computational tool for finding the effective capacity for different retransmission schemes, including ARQ and HARQ protocols. The effectiveness of the proposed approach is evaluated through numerical examples and simulations, which demonstrate its accuracy and efficiency. The results of this study provide valuable insights into the design of efficient retransmission schemes and can be used as a reference for future research in the field of wireless communications.",This paper proposes an approach using recurrence relations to analyze effective capacity for retransmission schemes in wireless communication systems. Effective capacity measures maximum achievable data rates with strict delay requirements. Proposed recurrence relation methodology supplies a tool for calculating effective capacity for various types of retransmission protocols such as ARQ and HARP protocols. Results from evaluation via numerical examples and simulation show effectiveness and efficiency of the proposed approach. Results of this work offer important guidance on design of efficient retransmission schemes and serve as a reference for future research related to wireless communications.
"This paper investigates the maximal minimum distance of linear locally repairable codes, with the goal of finding tight bounds on this distance. The concept of locally repairable codes has gained attention in recent years due to its application in fault-tolerant storage systems. The maximal minimum distance of a code represents the largest minimum distance possible among all subcodes of the code, and is an important parameter for the error-correction capability of a code. The paper presents a detailed analysis of this distance, including its relationship to other code parameters and the effect of code design on its value. The authors use various mathematical tools to derive new bounds on the maximal minimum distance, and evaluate the tightness of these bounds through numerical simulations. The results of this study provide useful insights into the design of linear locally repairable codes with improved error-correction performance.","This paper studies the maximum minimal distance of linear codes that allow local repair and aims to find tight bounds on this distance. Recent interest has focused on such codes because they are important for designing fault tolerant storage systems. Maximum minimal distance for a code refers to the largest minimum distance that any subcode of that code can have; this is an important parameter related to the correction of errors by codes. The paper carefully examines this distance along with relationships to other code parameters and effects of code design on its value. Using various mathematical tools, the authors derive new bounds on this maximum minimal distance and assess their tightness using simulation evaluations. Results of this research offer valuable insights into improving code performance for linear codes that allow local repairs."
"The off-switch game is a simple two-player game that has been studied in game theory and decision making. In this game, one player chooses to either ""turn off"" the game or to continue playing, while the other player is given the option to accept or reject this choice. This paper provides a comprehensive overview of the existing research on the off-switch game, including its mathematical formulation, its equilibria, and its applications in various fields. The authors also propose new approaches to analyze the off-switch game and its variations, and demonstrate their usefulness through case studies and simulations. The results of this research contribute to our understanding of decision making in situations where there is an option to prematurely end the interaction, and have implications for areas such as bargaining, negotiations, and social dynamics.","This paper offers a broad review of the literature on the Off Switch Game which has been studied within the context of game theory and decision theory. The game features two players; one player can turn off play while the other can accept or reject this choice. Results include a detailed description of the game's mathematical formulation and equilibrium states, along with discussion of application areas such as bargaining and negotiation. We also present new analytical methods for studying the game and its variants. Case studies and simulation results show their practical utility. Results from this research improve understanding of how people make decisions when they have the option to terminate interaction early and are relevant to many fields."
"This paper investigates the use of adaptive pilot patterns for carrier-aggregated orthogonal frequency division multiplexing (CA-OFDM) systems in nonstationary wireless channels. Nonstationary wireless channels pose a challenge for CA-OFDM systems due to the time-varying channel conditions, which can cause severe performance degradation. To address this challenge, adaptive pilot patterns are proposed as a means of improving the system's ability to track the changing channel conditions. The effectiveness of the proposed adaptive pilot patterns is evaluated through simulation experiments in nonstationary wireless channels. The results show that the adaptive pilot patterns improve the tracking performance of the CA-OFDM system in nonstationary wireless channels, leading to better system throughput and error rates. This paper contributes to the development of adaptive techniques for wireless communication systems, which are essential for meeting the growing demand for high-speed wireless communication in nonstationary environments.",This paper looks at using adaptive pilot patterns for CA OFDM systems operating in channels that vary over time. Time varying channel conditions are problematic for CA OFDM because they result in poor performance. Adaptive pilot patterns are proposed as means to improve tracking of these time variations. Effectiveness is measured by simulations on channels that also vary. Results show improved tracking performance and better throughput and bit error rate. Contribute to developing adaptive techniques important for high speed wireless communications under dynamic conditions.
"Contextual bandits, a popular approach for online decision making, have gained significant attention in recent years due to their ability to balance exploration and exploitation in sequential decision problems. In this paper, we focus on the estimation considerations in contextual bandits, examining the impact of various factors such as the choice of reward function, the number of arms, the choice of context representation, and the sample size on the performance of the algorithms. We provide a comprehensive review of the existing literature and propose several directions for future research. Our results demonstrate that the performance of contextual bandits is sensitive to the estimation considerations, and highlight the importance of careful design and evaluation of these algorithms. The insights gained from this study can be used to guide practitioners in the design and deployment of contextual bandits, and provide a foundation for further research in this area.","Contextual bandits are an approach that has been receiving increased attention recently because they excel at balancing exploration and exploitation when dealing sequentially with decision problems. This paper focuses on considering estimation issues in contextual bandits; we look at how different factors such as reward selection, number of arms, context representation choices, and sample size affect algorithm performance. We review current literature comprehensively and suggest some future research directions. Results show that performance of contextual bandits varies depending on estimation issues and emphasize the importance of careful design and evaluation of these algorithms. Insights learned here can help practitioners to design and deploy contextual bandits effectively and serve as a basis for further research."
"This paper explores the effectiveness of hexaconv, a type of convolutional neural network architecture that uses hexagonal filters instead of traditional square filters. The study compares the performance of hexaconv with that of traditional square convolutional neural networks on several image classification tasks. The results show that hexaconv is able to achieve comparable or even better accuracy than square convolutional neural networks, while requiring fewer parameters and computation. The paper concludes that hexaconv is a promising alternative to traditional square convolutional neural networks, and could be particularly useful for image classification tasks involving hexagonally structured data, such as satellite imagery or cellular networks.","This paper investigates the effectiveness of hexaconv, a new kind of neural network using hexagonal filters rather than square ones. Results show that this architecture performs similarly or better compared to regular convolutional networks when classifying images. Compared to regular networks, hexaconv also uses fewer parameters and computing resources. The conclusion drawn from these results is that hexaconv is promising and potentially useful especially for classification tasks that use hexagonal data such as satellite imagery or cell phone networks."
"This paper presents a model-free adaptive optimal control approach for manufacturing processes with a fixed time horizon using reinforcement learning. The method is based on the use of reinforcement learning algorithms to optimize the control policy for the manufacturing process, without relying on an explicit model of the system dynamics. The approach is evaluated on a set of episodic manufacturing processes, where the goal is to maximize the total reward obtained over a fixed time horizon. Results show that the proposed approach is able to effectively adapt to the changing system dynamics, resulting in improved control performance compared to traditional model-based methods. The results demonstrate the potential of reinforcement learning for real-time control of manufacturing processes and provide insights for future work in this area.",This paper introduces a model free approach for adaptive optimal control for manufacturing processes using reinforcement learning. We use reinforcement learning algorithms to optimize control policies directly and without assuming any specific model for system dynamics. We evaluate performance on tasks with a fixed time horizon; we aim to maximize total rewards. Results show that the approach is successful at adapting to changing dynamics and results in better control performance compared to traditional methods which rely on models. Results also indicate potential for real time control of manufacturing and suggest directions for further research.
"This paper presents the results of a comprehensive survey of Delay Tolerant Networks (DTN) routing protocols. DTN is a type of communication network that is designed to operate in challenging and dynamic environments, such as those encountered in disaster relief operations, space missions, or rural areas with limited connectivity. The survey focuses on the most recent advances in DTN routing, covering both traditional and novel approaches. The paper provides a systematic overview of the main features and performance metrics of the various DTN routing protocols, including their strengths and weaknesses. The authors also identify the current challenges and open research questions in the field of DTN routing, and suggest directions for future work. The survey results will be valuable for researchers, practitioners, and decision-makers who are interested in developing, deploying, or using DTN networks.","This paper surveys recent advances in routing protocols for Delay Tolerant Networks (DTN). DTNs are used in situations where communications are difficult and conditions change rapidly, like during emergencies, space missions, or in remote places lacking reliable connectivity. The survey covers both old and new methods of routing. Results provide a clear picture of main features and performance metrics of different routing protocols; these include advantages and disadvantages. Authors also pinpoint present challenges and open questions about DTN routing and propose ways forward. Results from this study will prove useful for researchers, developers and others who wish to design, deploy or utilize DTN networks."
"This paper presents a general approach for enhancing slope limiters on non-uniform rectilinear grids. Slope limiters are mathematical methods used to enforce stability and prevent unphysical solutions in numerical simulations, such as computational fluid dynamics. The study focuses on the use of slope limiters on non-uniform rectilinear grids, which are widely used in engineering and scientific applications but pose challenges for slope limiting algorithms. The proposed approach uses a combination of grid adaptation techniques and novel slope limiters to improve the accuracy and robustness of numerical simulations on non-uniform grids. The results show that the proposed approach can effectively resolve the limitations of existing slope limiters and provide reliable solutions for a range of test problems. The findings of this study are expected to have important implications for the development of numerical methods for simulations on non-uniform grids.","This paper proposes a new way to enhance slope limiters for use on grids that vary in size and direction. Slope limiters help stop unphysical results from occurring during computer simulations like those of fluid dynamics. Previous work has mostly concentrated on using these limiters on regular grids; this study looks at them on irregular grids too. Using a mix of adaptation techniques and new limiters, the new approach improves simulation accuracy and reliability. Results show that this new approach overcomes shortcomings of previous limiters and works well on a variety of tests. Study outcomes should be important for further development of simulation methods for irregular grids."
