text,label,source
"Semi-supervised Generative Adversarial Networks (ssGANs) have gained popularity in unsupervised learning within computer vision and natural language processing. Nevertheless, their use in regression tasks has been constrained by the challenge of creating an appropriate loss function. Our paper introduces a novel approach to extend ssGANs to regression problems by employing a feature contrasting loss function. This strategy efficiently utilizes both labeled and unlabeled data to develop a mapping between input and output spaces. We tested our method on several regression benchmarks and compared its effectiveness against other approaches. The outcomes indicate that our solution surpasses state-of-the-art techniques in terms of both precision and reliability. This study broadens the capabilities of ssGANs for regression issues and highlights their value in addressing practical challenges.",1,AI
"This paper introduces a new method for bidirectional updates on detailed medical records using blockchain technology. Current practices for managing medical data tend to be slow, prone to mistakes, and don't provide much transparency. The suggested system seeks to resolve these issues by utilizing blockchain's security and non-modifiable nature to facilitate quick and clear bidirectional updates on medical information. The system architecture includes a blockchain network, smart contracts, and a user interface. The smart contract outlines how medical data can be updated, specifying the criteria for who can access and modify the data. The user interface offers a simple and convenient method for patients and healthcare professionals to use the system and update medical records. Privacy is maintained through a granular access control system where patients can selectively share their records with various healthcare providers depending on their role. To keep sensitive data safe, the system uses encryption and decryption technologies. The researchers validated their idea by developing a practical prototype and performing tests to assess its speed and safety. The test results showed that the system operates efficiently, able to process many transactions every second. Additionally, the system is very secure due to its immutable nature, which prevents any changes to the medical data. In summary, this blockchain-based bidirectional update system represents an innovative approach for updating medical records effectively and transparently. Its strong security and privacy measures make it ideal for real-world healthcare environments, and its ability to manage a high volume of data transactions ensures its practicality.",1,AI
"This research introduces an innovative algorithm designed to determine ideal electricity rates in a smart microgrid system. The algorithm utilizes a multi-objective optimization model that takes into account both financial and operational aspects. The financial goal is to maximize the microgrid's earnings, whereas the operational aim is to minimize energy expenses for users. The proposed method updates electricity rates in real time using current data on demand and supply, including variables like renewable energy production, storage capabilities, and customer load management techniques. To assess its effectiveness, the algorithm was tested through simulations against conventional pricing strategies. The findings indicated that this approach enhanced the efficiency of the microgrid network and offered notable economic advantages to all parties involved—both the operator and consumers. This research advances the field of smart grids and offers a viable solution for optimizing electricity pricing in microgrid environments.",1,AI
"In game theory, farsighted collusion refers to when multiple players work together towards a shared objective, even if it means temporarily compromising their individual interests. This strategy often results in a superior collective outcome down the line. This idea has been explored across several disciplines, including economics, psychology, and computer science.

This paper delves into farsighted collusion within the context of the stable marriage problem—a foundational issue in algorithmic and discrete math. In this setup, we seek an arrangement that pairs two distinct groups so that no pair would rather be matched with each other than with their current partners. We investigate under what circumstances farsighted collusion might arise in these scenarios and show how it could result in more durable solutions. Our findings offer fresh perspectives on the influence of foresighted actions in matching situations and offer valuable guidance for designing algorithms and methods used in real-world matchmaking contexts.",1,AI
"This study introduces a fresh deep bilateral learning technique aimed at enhancing images in real time. The innovative method employs deep learning to improve the visual clarity of photos while maintaining essential elements like edges and patterns. It utilizes a bilateral filter to ensure consistency and edge preservation, alongside a sophisticated neural network to transform lower-resolution images into higher-quality versions. According to tests conducted using a standardized data set, this approach surpasses current top-tier image enhancement solutions in terms of both visual appeal and computational efficiency. The outcomes of this investigation might be quite influential across various sectors, including photography, computer vision, and image manipulation.",1,AI
"This research compares four off-policy prediction learning algorithms—Q-learning, SARSA, Expected SARSA, and Double Q-learning—to see which performs best when predicting collisions between agents in a simulated two-dimensional grid world. Our findings reveal that Expected SARSA generally yields the most accurate predictions in terms of both mean squared error and average reward. In contrast, Double Q-learning appears to struggle the most with these metrics. Importantly, our results highlight that the effectiveness of these algorithms varies greatly depending on the specific settings we use for their parameters. By examining how these differences manifest across various conditions, we hope to provide valuable insights for those researching or applying similar prediction methods, helping them choose the best approach for their particular needs.",1,AI
"Multi-view detection incorporates multiple camera views to alleviate occlusion in crowded scenes, where the state-of-the-art approaches adopt homography transformations to project multi-view features to the ground plane. However, we find that these 2D transformations do not take into account the object's height, and with this neglection features along the vertical direction of same object are likely not projected onto the same ground plane point, leading to impure ground-plane features. To solve this problem, we propose VFA, voxelized 3D feature aggregation, for feature transformation and aggregation in multi-view detection. Specifically, we voxelize the 3D space, project the voxels onto each camera view, and associate 2D features with these projected voxels. This allows us to identify and then aggregate 2D features along the same vertical line, alleviating projection distortions to a large extent. Additionally, because different kinds of objects (human vs. cattle) have different shapes on the ground plane, we introduce the oriented Gaussian encoding to match such shapes, leading to increased accuracy and efficiency. We perform experiments on multiview 2D detection and multiview 3D detection problems. Results on four datasets (including a newly introduced MultiviewC dataset) show that our system is very competitive compared with the state-of-the-art approaches. %Our code and data will be open-sourced.Code and MultiviewC are released at https://github.com/Robert-Mar/VFA.",0,Human
"This research focuses on developing an efficient object detection system for real-time use in UAV applications. As the use of UAVs expands across different sectors, there's a pressing requirement for robust and swift object detection methods suitable for real-time settings. The suggested solution leverages a blend of deep learning and computer vision principles, aiming to deliver precise and quick object identification in UAV contexts. The study involves thorough testing of this proposed method using a standardized data set, revealing that it excels over contemporary leading-edge object detection algorithms in areas such as precision and performance. Additionally, the model has been subjected to multiple real-world UAV applications, including monitoring and inspection activities, demonstrating its practical benefits and effectiveness. This contribution advances the domain of UAV object detection by introducing an exceptionally efficient and dependable system for real-time usage.",1,AI
"This research introduces an innovative technique for efficient blind compressed sensing in MRI. By employing sparsifying transforms, this method compresses data without losing critical information. Using these transforms minimizes the number of measurements needed, which speeds up the imaging process and reduces expenses. Furthermore, the proposed approach comes with convergence assurances, guaranteeing that the reconstructed image closely matches the original. The method's efficacy was tested using MRI data, showing enhanced results when compared to current techniques. This study pushes the boundaries of blind compressed sensing and could have practical implications across different imaging technologies.",1,AI
"This study introduces an innovative approach to combinatorial Bayesian optimization that utilizes the graph Cartesian product to tackle the difficulties associated with optimizing complex, multi-dimensional, non-separable, and discrete functions. We show that our technique can effectively explore the search space and outperform other methods in terms of efficiency and accuracy across various test cases. Furthermore, it's demonstrated that our method can handle large volumes of data, which makes it well-suited for practical applications in diverse fields. Overall, these findings advance the broader field of Bayesian optimization and could have far-reaching impacts on optimization tasks within machine learning and beyond.",1,AI
"Age-Related Macular Degeneration (AMD) is an asymptomatic retinal disease which may result in loss of vision. There is limited access to high-quality relevant retinal images and poor understanding of the features defining sub-classes of this disease. Motivated by recent advances in machine learning we specifically explore the potential of generative modeling, using Generative Adversarial Networks (GANs) and style transferring, to facilitate clinical diagnosis and disease understanding by feature extraction. We design an analytic pipeline which first generates synthetic retinal images from clinical images; a subsequent verification step is applied. In the synthesizing step we merge GANs (DCGANs and WGANs architectures) and style transferring for the image generation, whereas the verified step controls the accuracy of the generated images. We find that the generated images contain sufficient pathological details to facilitate ophthalmologists' task of disease classification and in discovery of disease relevant features. In particular, our system predicts the drusen and geographic atrophy sub-classes of AMD. Furthermore, the performance using CFP images for GANs outperforms the classification based on using only the original clinical dataset. Our results are evaluated using existing classifier of retinal diseases and class activated maps, supporting the predictive power of the synthetic images and their utility for feature extraction. Our code examples are available online.",0,Human
"This paper suggests an innovative method for label-guided graph exploration, allowing users to customize the proportion of labels utilized during the process. Label-guided navigation is widely employed to traverse through large and intricate graphs, where labels act as navigational aids directing exploration towards significant nodes. However, conventional techniques usually apply a predetermined ratio of labels, which might not always be ideal depending on specific situations. Our proposal permits users to modify this ratio according to their unique requirements and objectives. We develop a novel algorithm that adjusts the label ratio dynamically based on the current stage of exploration. This algorithm considers several aspects like graph density, label distribution, and user feedback to identify the most efficient label ratio. To test our method, we performed experiments using both actual and simulated data sets. The outcomes demonstrated that our approach excels over standard label-guided techniques in terms of performance and precision, especially when the optimal label ratio is uncertain or varies over time. Additionally, we evaluated the ease of use of our method through a user study, which was favorably received by participants. In summary, our label-guided graph exploration strategy with variable label ratios offers a versatile and efficient solution for navigating through vast and complicated graphs, applicable across diverse areas including social network analysis, recommendation systems, and bioinformatics.",1,AI
"This study introduces a novel technique for object re-identification (re-ID) by employing transformer-based models, which we call TransReID. The research utilizes the self-attention capability of transformers to extract long-distance relationships and overall context from feature maps. Experimental outcomes showcase that TransReID outperforms existing top-tier re-ID methodologies on various benchmark datasets. Additionally, the paper delves into how different aspects of the TransReID architecture affect its performance, such as varying the number of layers, altering the model size, and incorporating various data augmentation strategies. These analyses offer valuable insights into the efficiency of the proposed method and highlight its promising role in enhancing re-ID capabilities for real-world scenarios.",1,AI
"Despite the tremendous success of BitTorrent, its swarming system suffers from a fundamental limitation: lower or no availability of unpopular contents. Recently, Menasche et al. has shown that bundling is a promising solution to mitigate this availability problem; it improves the availability and reduces download times for unpopular contents by combining multiple files into a single swarm. There also have been studies on bundling strategies and performance issues in bundled swarms. In spite of the recent surge of interest in the benefits of and strategies for bundling, there are still little empirical grounding for understanding, describing, and modeling it. This is the first empirical study that measures and analyzes how prevalent contents bundling is in BitTorrent and how peers access the bundled contents, in comparison to the other non-bundled (i.e., single-filed) ones. To our surprise, we found that around 70% of BitTorrent swarms contain multiple files, which indicate that bundling has become widespread for contents sharing. We also show that the amount of bytes shared in bundled swarms is estimated to be around 85% out of all the BitTorrent contents logged in our datasets. Inspired from our findings, we raise and discuss three important research questions in the field of file sharing systems as well as future contents-oriented networking: i) bundling strategies, ii) bundling-aware sharing systems in BitTorrent, and iii) implications on content-oriented networking.",0,Human
"This research introduces a new technique for quickly calibrating brain tumor models through a geometry-sensitive neural solver. It utilizes deep learning to accurately map MRI images to the physical characteristics of tumors, taking into account their geometric shapes. The model is trained using a mix of simulated and actual patient data, showing substantial enhancements in both precision and speed over conventional optimization methods. This study offers a potentially groundbreaking approach to determining the physical traits of brain tumors from medical scans and could have practical implications in tailoring treatments and optimizing radiation therapy plans for individual patients.",1,AI
"This paper concentrates on the security aspects of IoT edge nodes within the realm of machine learning. It particularly examines the possible security threats that can arise in IoT edge nodes, which are devices placed near a network to gather and process data from other IoT devices. As machine learning becomes more prevalent in IoT, there's a rising worry about the security of these systems because machine learning models are susceptible to different kinds of attacks. The paper reviews various types of security threats that could target IoT edge nodes, such as inference attacks, evasion attacks, and poisoning attacks. Additionally, it discusses how these attacks affect the efficiency of machine learning algorithms and how they can be employed to compromise IoT network security. To tackle these security issues, the paper suggests several countermeasures that can protect against these threats. These countermeasures involve employing secure communication protocols, incorporating security measures into machine learning algorithms, and using secure hardware and software systems. The authors also touch upon the difficulties involved in successfully implementing these countermeasures and offer guidance for future research in this field. In summary, the paper offers an in-depth examination of the security risks posed by IoT edge nodes in the context of machine learning and provides practical strategies for safeguarding against these risks. The insights and suggestions provided in this paper can be utilized by practitioners and researchers to enhance the security of IoT networks and ensure the secure deployment of machine learning algorithms in IoT systems.",1,AI
"Millions of drivers worldwide have enjoyed financial benefits and work schedule flexibility through a ride-sharing economy, but meanwhile they have suffered from the lack of a sense of identity and career achievement. Equipped with social identity and contest theories, financially incentivized team competitions have been an effective instrument to increase drivers' productivity, job satisfaction, and retention, and to improve revenue over cost for ride-sharing platforms. While these competitions are overall effective, the decisive factors behind the treatment effects and how they affect the outcomes of individual drivers have been largely mysterious. In this study, we analyze data collected from more than 500 large-scale team competitions organized by a leading ride-sharing platform, building machine learning models to predict individual treatment effects. Through a careful investigation of features and predictors, we are able to reduce out-sample prediction error by more than 24%. Through interpreting the best-performing models, we discover many novel and actionable insights regarding how to optimize the design and the execution of team competitions on ride-sharing platforms. A simulated analysis demonstrates that by simply changing a few contest design options, the average treatment effect of a real competition is expected to increase by as much as 26%. Our procedure and findings shed light on how to analyze and optimize large-scale online field experiments in general.",0,Human
"This research examines how feature-based algorithm selection systems perform in choosing the most suitable algorithms for solving complex numerical optimization problems. It evaluates various selection methods by assessing their effectiveness in identifying the optimal algorithm for each specific problem. A variety of benchmark scenarios and multiple algorithms are utilized to test these selection methods. The results indicate that incorporating features can greatly enhance the efficiency of optimization algorithms, surpassing the use of a singular approach. The study uncovers the advantages and limitations of different selection strategies and underscores the necessity of developing relevant features for algorithm selection. These discoveries can help in creating improved algorithm selection systems for tackling black-box numerical optimization challenges.",1,AI
"As software systems grow increasingly intricate, maintaining their deployability and reliability has become a paramount concern. Techniques like record and replay have gained traction as a viable method for enhancing software deployability by capturing and repeating the system's execution logs within a regulated setting. Despite their efficacy, current record and replay methods face challenges related to scalability, precision, and operational efficiency. This extended technical report introduces an engineering framework for record and replay that addresses these shortcomings. Initially, we delineate the essential prerequisites for developing robust record and replay systems, focusing on supporting multi-tier applications, optimizing data gathering and storage, and minimizing overheads during both recording and playback phases. Following this, we describe our record and replay architecture, which leverages virtualization and distributed tracing to achieve superior scalability and accuracy. Furthermore, we incorporate innovative strategies to diminish overhead, such as adaptive sampling and selective replay. To validate our approach, we conducted experiments on various real-world applications, resulting in a system capable of accurately and efficiently capturing and reproducing intricate execution sequences. Our findings reveal that this system not only ensures consistent system behavior across diverse scenarios but also aids in pinpointing and resolving performance and reliability issues. Ultimately, our engineering strategy for record and replay offers a pragmatic solution for boosting software system deployability and reliability, particularly beneficial for vast, complex systems. This methodology is useful for software engineers and developers to troubleshoot and optimize system operations and ensure seamless performance across varied environments. Future endeavors will concentrate on integrating our record and replay system with standard software development and testing pipelines and investigate potential applications in domains like cybersecurity and regulatory compliance.",1,AI
"Reinforcement learning (RL) is a widely used technique for decision-making tasks, where agents learn through trial and error to maximize a reward signal. However, in practical scenarios, the reward signals often contain noise or variations, which can result in suboptimal outcomes or undesirable behaviors. This study investigates RL with perturbed rewards, examining two primary areas: (1) how these perturbations affect the learning process and the efficiency of RL algorithms, and (2) the development of resilient RL algorithms capable of managing such disturbances. Various types of reward perturbations, like Gaussian noise and random reward functions, along with specific attack strategies, are considered. The research also evaluates numerous RL approaches, including value-based, policy-based, and actor-critic techniques, across different perturbation conditions. Results indicate that reward perturbations can significantly influence both learning and algorithm performance, underscoring the necessity for creating robust RL algorithms that can handle these disturbances effectively. The findings offer valuable guidance for future research and have potential applications in fields such as robotics, gaming, autonomous systems, and beyond.",1,AI
"Current performance-driven building design methods are not widely adopted outside the research field for several reasons that make them difficult to integrate into a typical design process. In the early design phase, in particular, the time-intensity and the cognitive load associated with optimization and form parametrization are incompatible with design exploration, which requires quick iteration. This research introduces a novel method for performance-driven geometry generation that can afford interaction directly in the 3d modeling environment, eliminating the need for explicit parametrization, and is multiple orders faster than the equivalent form optimization. The method uses Machine Learning techniques to train a generative model offline. The generative model learns a distribution of optimal performing geometries and their simulation contexts based on a dataset that addresses the performance(s) of interest. By navigating the generative model's latent space, geometries with the desired characteristics can be quickly generated. A case study is presented, demonstrating the generation of a synthetic dataset and the use of a Variational Autoencoder (VAE) as a generative model for geometries with optimal solar gain. The results show that the VAE-generated geometries perform on average at least as well as the optimized ones, suggesting that the introduced method shows a feasible path towards more intuitive and interactive early-phase performance-driven design assistance.",0,Human
"This study introduces a novel generative learning technique for modeling spatial and temporal aspects in connected vehicle networks. By integrating advanced deep learning with generative models, the approach aims to accurately represent intricate patterns found within connected vehicle data. The methodology has been tested using real-world data and shown to outperform conventional machine learning algorithms. These findings suggest an innovative path forward for researching spatio-temporal modeling in connected vehicle networks, which could lead to advancements in traffic forecasting and management, as well as improvements in the development of smart transportation systems.",1,AI
"This research introduces an innovative technique for compressing categorical features in machine learning models through submodular optimization. Categorical data is prevalent in various real-world scenarios, yet its high dimensionality often causes substantial computational burdens and storage issues. To address this challenge, the suggested approach employs submodular optimization to identify a subset of key categories that best represent the essential characteristics of the dataset. Essentially, we formulate this as a submodular maximization issue and develop a greedy algorithm to quickly yield a nearly optimal result. Additionally, we establish theoretical assurance regarding the effectiveness of the algorithm's output. Empirical evaluations on multiple test sets show that our method outperforms existing approaches in terms of compression efficiency and model accuracy. Furthermore, this method is straightforward to incorporate into standard machine learning workflows, offering considerable improvements in both efficiency and scalability for models dealing with categorical data.",1,AI
"This study zeroes in on the challenge of choosing energy plans in markets where customers have the option to shop around. It introduces two competitive online algorithms for consumers to decide whether to stick with their current energy deal or change to another one. The ""Stay-or-Switch"" method considers past energy use and costs to find the best course of action. The ""Adaptive Stay-or-Switch"" variant tweaks its strategy as market conditions shift. Both algorithms are tested with real-world data from energy markets through simulations. The findings reveal that these methods significantly enhance cost efficiency for consumers compared to traditional strategies.",1,AI
"Volume transmission is an important neural communication pathway in which neurons in one brain region influence the neurotransmitter concentration in the extracellular space of a distant brain region. In this paper, we apply asymptotic analysis to a stochastic partial differential equation model of volume transmission to calculate the neurotransmitter concentration in the extracellular space. Our model involves the diffusion equation in a three-dimensional domain with interior holes that randomly switch between being either sources or sinks. These holes model nerve varicosities that alternate between releasing and absorbing neurotransmitter, according to when they fire action potentials. In the case that the holes are small, we compute analytically the first two nonzero terms in an asymptotic expansion of the average neurotransmitter concentration. The first term shows that the concentration is spatially constant to leading order and that this constant is independent of many details in the problem. Specifically, this constant first term is independent of the number and location of nerve varicosities, neural firing correlations, and the size and geometry of the extracellular space. The second term shows how these factors affect the concentration at second order. Interestingly, the second term is also spatially constant under some mild assumptions. We verify our asymptotic results by high-order numerical simulation using radial basis function-generated finite differences.",0,Human
"This study looks at the current situation of electronic health record (EHR) interoperability within Tanzanian hospitals and pinpoints the significant issues, obstacles, and areas for improvement needed to enhance EHR system integration in the country. Using a thorough literature review and discussions with healthcare experts and decision-makers, the researchers underscore the primary hindrances to EHR interoperability in Tanzania, such as a lack of standardized practices, insufficient technological resources, and a shortage of skilled personnel. They also discuss the possible advantages of bolstering EHR interoperability, like better patient care, fewer medical errors, and improved public health monitoring. Lastly, the researchers offer suggestions for policymakers, healthcare institutions, and tech companies to boost EHR interoperability in Tanzania, which include developing standards and protocols, investing in technology and infrastructure, and establishing training programs for medical professionals. This research offers valuable perspectives on EHR interoperability in Tanzania and will appeal to healthcare professionals, policymakers, and IT firms focused on health information technology.",1,AI
"A new method is introduced to bolster the security of Industry 4.0 systems by utilizing Quorum-Based Cloud-Edge Distributed Deep Neural Networks (QUDOS). With the rise of cloud-based applications and services in Industry 4.0, there's been an increase in the need for secure and efficient data processing. However, traditional security measures fall short in tackling the current complex threat landscape. To tackle this issue, the researchers propose QUDOS, which is a quorum-based system for securely executing deep neural networks in a hybrid cloud-edge computing setup. QUDOS harnesses the benefits of both cloud and edge computing to offer a robust and effective solution for data processing in Industry 4.0. By employing a quorum-based consensus technique, QUDOS ensures secure and decentralized execution of DNNs across various edge devices and the cloud, thereby minimizing risks associated with single points of failure and data breaches. Furthermore, QUDOS implements secure multi-party computation methods to safeguard sensitive data from being compromised during the DNN execution phase. The researchers have tested and validated the performance and security of QUDOS through various experiments and simulations, highlighting its capability to deliver high accuracy and minimal latency. Moreover, their findings indicate that QUDOS surpasses current top-tier security solutions in terms of both accuracy and latency, making it a compelling option for secure and efficient data processing in Industry 4.0 systems. Ultimately, the researchers advocate for QUDOS as a promising strategy for improving the security of Industry 4.0 systems, offering a secure and efficient platform for executing DNNs in a cloud-edge environment.",1,AI
